round(f.occupancyPercentage * f.seatsCapacity/100),f.operator,entrada.iata,salida.iata,entrada.airportName,salida.airportName
45.0,CNF,FUE,LPA,Fuerteventura Airport,Gran Canaria Airport
45.0,CNF,FUE,LPA,Fuerteventura Airport,Gran Canaria Airport
115.0,IBS,FUE,MAD,Fuerteventura Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,RYR,FUE,STN,Fuerteventura Airport,London Stansted Airport
96.0,VLG,FUE,SVQ,Fuerteventura Airport,Sevilla Airport
45.0,IBB,FUE,TFN,Fuerteventura Airport,Tenerife Norte Airport
45.0,IBB,FUE,TFN,Fuerteventura Airport,Tenerife Norte Airport
45.0,IBB,FUE,TFN,Fuerteventura Airport,Tenerife Norte Airport
45.0,IBB,FUE,TFN,Fuerteventura Airport,Tenerife Norte Airport
45.0,CNF,FUE,TFN,Fuerteventura Airport,Tenerife Norte Airport
5.0,UGC,FUE,TFN,Fuerteventura Airport,Tenerife Norte Airport
103.0,RYR,GRO,BRS,Girona Airport,Bristol Airport
103.0,RYR,GRO,EDI,Girona Airport,Edinburgh Airport
7.0,TWG,GRO,HAJ,Girona Airport,Hannover Airport
103.0,RYR,GRO,NRN,Girona Airport,Weeze Airport
2.0,UNKNOWN,GRX,AGP,Federico Garcia Lorca Airport,Málaga Airport
2.0,UNKNOWN,GRX,AGP,Federico Garcia Lorca Airport,Málaga Airport
2.0,UNKNOWN,GRX,AGP,Federico Garcia Lorca Airport,Málaga Airport
87.0,VLG,GRX,BCN,Federico Garcia Lorca Airport,Barcelona International Airport
58.0,ANE,GRX,MAD,Federico Garcia Lorca Airport,Adolfo Suárez Madrid–Barajas Airport
58.0,ANE,GRX,MAD,Federico Garcia Lorca Airport,Adolfo Suárez Madrid–Barajas Airport
87.0,VLG,GRX,MAH,Federico Garcia Lorca Airport,Menorca Airport
45.0,ANE,GRX,MLN,Federico Garcia Lorca Airport,Melilla Airport
103.0,AEA,GRX,PMI,Federico Garcia Lorca Airport,Palma De Mallorca Airport
107.0,VLG,GRX,PMI,Federico Garcia Lorca Airport,Palma De Mallorca Airport
87.0,VLG,GRX,TFN,Federico Garcia Lorca Airport,Tenerife Norte Airport
103.0,RYR,IBZ,AGP,Ibiza Airport,Málaga Airport
103.0,TRA,IBZ,AMS,Ibiza Airport,Amsterdam Airport Schiphol
103.0,RYR,IBZ,BCN,Ibiza Airport,Barcelona International Airport
103.0,RYR,IBZ,BCN,Ibiza Airport,Barcelona International Airport
107.0,VLG,IBZ,BCN,Ibiza Airport,Barcelona International Airport
87.0,VLG,IBZ,BCN,Ibiza Airport,Barcelona International Airport
96.0,VLG,IBZ,BCN,Ibiza Airport,Barcelona International Airport
96.0,VLG,IBZ,BCN,Ibiza Airport,Barcelona International Airport
87.0,VLG,IBZ,BCN,Ibiza Airport,Barcelona International Airport
87.0,VLG,IBZ,BCN,Ibiza Airport,Barcelona International Airport
87.0,VLG,IBZ,BCN,Ibiza Airport,Barcelona International Airport
103.0,RYR,IBZ,BGY,Ibiza Airport,Milan Bergamo Airport
103.0,MAY,IBZ,BGY,Ibiza Airport,Milan Bergamo Airport
103.0,RYR,IBZ,BHX,Ibiza Airport,Birmingham International Airport
103.0,MAY,IBZ,BLQ,Ibiza Airport,Bologna Guglielmo Marconi Airport
103.0,RYR,IBZ,CRL,Ibiza Airport,Brussels South Charleroi Airport
103.0,RYR,IBZ,DUB,Ibiza Airport,Dublin Airport
87.0,EWG,IBZ,DUS,Ibiza Airport,Düsseldorf Airport
103.0,RYR,IBZ,EIN,Ibiza Airport,Eindhoven Airport
103.0,TRA,IBZ,EIN,Ibiza Airport,Eindhoven Airport
103.0,MAY,IBZ,FCO,Ibiza Airport,Leonardo da Vinci–Fiumicino Airport
103.0,RYR,IBZ,LBA,Ibiza Airport,Leeds Bradford Airport
96.0,EZY,IBZ,LGW,Ibiza Airport,London Gatwick Airport
72.0,BAW,IBZ,LHR,Ibiza Airport,London Heathrow Airport
72.0,BAW,IBZ,LHR,Ibiza Airport,London Heathrow Airport
107.0,VLG,IBZ,LIS,Ibiza Airport,Humberto Delgado Airport (Lisbon Portela Airport)
96.0,EZY,IBZ,LTN,Ibiza Airport,London Luton Airport
103.0,RYR,IBZ,MAD,Ibiza Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,AEA,IBZ,MAD,Ibiza Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,AEA,IBZ,MAD,Ibiza Airport,Adolfo Suárez Madrid–Barajas Airport
107.0,IBS,IBZ,MAD,Ibiza Airport,Adolfo Suárez Madrid–Barajas Airport
107.0,VLG,IBZ,MAD,Ibiza Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,RYR,IBZ,MAN,Ibiza Airport,Manchester Airport
103.0,RYR,IBZ,MRS,Ibiza Airport,Marseille Provence Airport
72.0,DLH,IBZ,MUC,Ibiza Airport,Munich Airport
87.0,EJU,IBZ,MXP,Ibiza Airport,Malpensa International Airport
87.0,EJU,IBZ,MXP,Ibiza Airport,Malpensa International Airport
87.0,EJU,IBZ,MXP,Ibiza Airport,Malpensa International Airport
103.0,MAY,IBZ,NRN,Ibiza Airport,Weeze Airport
103.0,TVF,IBZ,ORY,Ibiza Airport,Paris-Orly Airport
45.0,SWT,IBZ,PMI,Ibiza Airport,Palma De Mallorca Airport
45.0,SWT,IBZ,PMI,Ibiza Airport,Palma De Mallorca Airport
45.0,SWT,IBZ,PMI,Ibiza Airport,Palma De Mallorca Airport
45.0,SWT,IBZ,PMI,Ibiza Airport,Palma De Mallorca Airport
58.0,ANE,IBZ,PMI,Ibiza Airport,Palma De Mallorca Airport
58.0,ANE,IBZ,PMI,Ibiza Airport,Palma De Mallorca Airport
58.0,ANE,IBZ,PMI,Ibiza Airport,Palma De Mallorca Airport
58.0,ANE,IBZ,PMI,Ibiza Airport,Palma De Mallorca Airport
103.0,RYR,IBZ,STN,Ibiza Airport,London Stansted Airport
103.0,RYR,IBZ,SVQ,Ibiza Airport,Sevilla Airport
103.0,MAY,IBZ,TXL,Ibiza Airport,Berlin-Tegel Airport
87.0,LDM,IBZ,VIE,Ibiza Airport,Vienna International Airport
103.0,RYR,IBZ,VLC,Ibiza Airport,Valencia Airport
29.0,ANE,IBZ,VLC,Ibiza Airport,Valencia Airport
3.0,GAC,IBZ,ZRH,Ibiza Airport,Zürich Airport
87.0,VLG,LCG,BCN,A Coruña Airport,Barcelona International Airport
96.0,IBE,LCG,MAD,A Coruña Airport,Adolfo Suárez Madrid–Barajas Airport
96.0,IBE,LCG,MAD,A Coruña Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,AEA,LCG,MAD,A Coruña Airport,Adolfo Suárez Madrid–Barajas Airport
9.0,UNKNOWN,LEI,HHN,Almería International Airport,Frankfurt-Hahn Airport
72.0,EZY,LEI,LGW,Almería International Airport,London Gatwick Airport
58.0,ANE,LEI,MAD,Almería International Airport,Adolfo Suárez Madrid–Barajas Airport
58.0,ANE,LEI,MAD,Almería International Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,RYR,LEI,MAN,Almería International Airport,Manchester Airport
45.0,ANE,LEI,MLN,Almería International Airport,Melilla Airport
10.0,GES,LEI,VLC,Almería International Airport,Valencia Airport
78.0,RFR,LEN,BZZ,Leon Airport,RAF Brize Norton
45.0,IBB,LPA,ACE,Gran Canaria Airport,Lanzarote Airport
45.0,IBB,LPA,ACE,Gran Canaria Airport,Lanzarote Airport
45.0,IBB,LPA,ACE,Gran Canaria Airport,Lanzarote Airport
45.0,IBB,LPA,ACE,Gran Canaria Airport,Lanzarote Airport
45.0,IBB,LPA,ACE,Gran Canaria Airport,Lanzarote Airport
45.0,IBB,LPA,ACE,Gran Canaria Airport,Lanzarote Airport
45.0,IBB,LPA,ACE,Gran Canaria Airport,Lanzarote Airport
45.0,IBB,LPA,ACE,Gran Canaria Airport,Lanzarote Airport
45.0,IBB,LPA,ACE,Gran Canaria Airport,Lanzarote Airport
45.0,IBB,LPA,ACE,Gran Canaria Airport,Lanzarote Airport
45.0,CNF,LPA,ACE,Gran Canaria Airport,Lanzarote Airport
45.0,CNF,LPA,ACE,Gran Canaria Airport,Lanzarote Airport
45.0,CNF,LPA,ACE,Gran Canaria Airport,Lanzarote Airport
87.0,VLG,LPA,AGP,Gran Canaria Airport,Málaga Airport
107.0,VLG,LPA,BCN,Gran Canaria Airport,Barcelona International Airport
107.0,VLG,LPA,BCN,Gran Canaria Airport,Barcelona International Airport
96.0,VLG,LPA,BIO,Gran Canaria Airport,Bilbao Airport
103.0,MAY,LPA,BLQ,Gran Canaria Airport,Bologna Guglielmo Marconi Airport
45.0,SWT,LPA,DSS,Gran Canaria Airport,Blaise Diagne International Airport
103.0,RYR,LPA,DUB,Gran Canaria Airport,Dublin Airport
45.0,IBB,LPA,FNC,Gran Canaria Airport,Madeira Airport
45.0,IBB,LPA,FUE,Gran Canaria Airport,Fuerteventura Airport
45.0,IBB,LPA,FUE,Gran Canaria Airport,Fuerteventura Airport
45.0,CNF,LPA,FUE,Gran Canaria Airport,Fuerteventura Airport
45.0,CNF,LPA,FUE,Gran Canaria Airport,Fuerteventura Airport
45.0,CNF,LPA,FUE,Gran Canaria Airport,Fuerteventura Airport
45.0,IBB,LPA,FUE,Gran Canaria Airport,Fuerteventura Airport
45.0,IBB,LPA,FUE,Gran Canaria Airport,Fuerteventura Airport
45.0,IBB,LPA,FUE,Gran Canaria Airport,Fuerteventura Airport
45.0,IBB,LPA,FUE,Gran Canaria Airport,Fuerteventura Airport
45.0,IBB,LPA,FUE,Gran Canaria Airport,Fuerteventura Airport
87.0,IBE,LPA,MAD,Gran Canaria Airport,Adolfo Suárez Madrid–Barajas Airport
113.0,SWT,LPA,MAD,Gran Canaria Airport,Adolfo Suárez Madrid–Barajas Airport
45.0,SWT,LPA,MAD,Gran Canaria Airport,Adolfo Suárez Madrid–Barajas Airport
97.0,SWT,LPA,MAD,Gran Canaria Airport,Adolfo Suárez Madrid–Barajas Airport
45.0,SWT,LPA,MAD,Gran Canaria Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,RYR,LPA,MAD,Gran Canaria Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,AEA,LPA,MAD,Gran Canaria Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,AEA,LPA,MAD,Gran Canaria Airport,Adolfo Suárez Madrid–Barajas Airport
115.0,IBS,LPA,MAD,Gran Canaria Airport,Adolfo Suárez Madrid–Barajas Airport
107.0,VLG,LPA,OVD,Gran Canaria Airport,Asturias Airport
1.0,IBB,LPA,PMI,Gran Canaria Airport,Palma De Mallorca Airport
1.0,IBB,LPA,SDR,Gran Canaria Airport,Santander Airport
45.0,CNF,LPA,SPC,Gran Canaria Airport,La Palma Airport
45.0,IBB,LPA,SPC,Gran Canaria Airport,La Palma Airport
45.0,IBB,LPA,SPC,Gran Canaria Airport,La Palma Airport
45.0,IBB,LPA,SPC,Gran Canaria Airport,La Palma Airport
103.0,RYR,LPA,STN,Gran Canaria Airport,London Stansted Airport
103.0,RYR,LPA,SVQ,Gran Canaria Airport,Sevilla Airport
96.0,VLG,LPA,SVQ,Gran Canaria Airport,Sevilla Airport
45.0,IBB,LPA,TFN,Gran Canaria Airport,Tenerife Norte Airport
45.0,IBB,LPA,TFN,Gran Canaria Airport,Tenerife Norte Airport
45.0,IBB,LPA,TFN,Gran Canaria Airport,Tenerife Norte Airport
45.0,IBB,LPA,TFN,Gran Canaria Airport,Tenerife Norte Airport
45.0,IBB,LPA,TFN,Gran Canaria Airport,Tenerife Norte Airport
45.0,IBB,LPA,TFN,Gran Canaria Airport,Tenerife Norte Airport
45.0,IBB,LPA,TFN,Gran Canaria Airport,Tenerife Norte Airport
45.0,IBB,LPA,TFN,Gran Canaria Airport,Tenerife Norte Airport
45.0,IBB,LPA,TFN,Gran Canaria Airport,Tenerife Norte Airport
1.0,IBB,LPA,TFN,Gran Canaria Airport,Tenerife Norte Airport
45.0,CNF,LPA,TFN,Gran Canaria Airport,Tenerife Norte Airport
45.0,CNF,LPA,TFN,Gran Canaria Airport,Tenerife Norte Airport
45.0,IBB,LPA,TFS,Gran Canaria Airport,Tenerife South Airport
45.0,IBB,LPA,TFS,Gran Canaria Airport,Tenerife South Airport
45.0,IBB,LPA,TFS,Gran Canaria Airport,Tenerife South Airport
45.0,IBB,LPA,VDE,Gran Canaria Airport,Hierro Airport
103.0,RYR,MAD,ACE,Adolfo Suárez Madrid–Barajas Airport,Lanzarote Airport
115.0,IBS,MAD,ACE,Adolfo Suárez Madrid–Barajas Airport,Lanzarote Airport
58.0,ANE,MAD,AGP,Adolfo Suárez Madrid–Barajas Airport,Málaga Airport
58.0,ANE,MAD,AGP,Adolfo Suárez Madrid–Barajas Airport,Málaga Airport
45.0,OVA,MAD,AGP,Adolfo Suárez Madrid–Barajas Airport,Málaga Airport
58.0,ANE,MAD,ALC,Adolfo Suárez Madrid–Barajas Airport,Alicante International Airport
58.0,ANE,MAD,ALC,Adolfo Suárez Madrid–Barajas Airport,Alicante International Airport
58.0,OVA,MAD,ALC,Adolfo Suárez Madrid–Barajas Airport,Alicante International Airport
87.0,IBE,MAD,AMS,Adolfo Suárez Madrid–Barajas Airport,Amsterdam Airport Schiphol
103.0,AEA,MAD,AMS,Adolfo Suárez Madrid–Barajas Airport,Amsterdam Airport Schiphol
89.0,KLM,MAD,AMS,Adolfo Suárez Madrid–Barajas Airport,Amsterdam Airport Schiphol
89.0,KLM,MAD,AMS,Adolfo Suárez Madrid–Barajas Airport,Amsterdam Airport Schiphol
96.0,IBE,MAD,ARN,Adolfo Suárez Madrid–Barajas Airport,Stockholm-Arlanda Airport
168.0,ETD,MAD,AUH,Adolfo Suárez Madrid–Barajas Airport,Abu Dhabi International Airport
96.0,IBE,MAD,BCN,Adolfo Suárez Madrid–Barajas Airport,Barcelona International Airport
96.0,IBE,MAD,BCN,Adolfo Suárez Madrid–Barajas Airport,Barcelona International Airport
107.0,IBE,MAD,BCN,Adolfo Suárez Madrid–Barajas Airport,Barcelona International Airport
87.0,IBE,MAD,BCN,Adolfo Suárez Madrid–Barajas Airport,Barcelona International Airport
103.0,AEA,MAD,BCN,Adolfo Suárez Madrid–Barajas Airport,Barcelona International Airport
87.0,VLG,MAD,BCN,Adolfo Suárez Madrid–Barajas Airport,Barcelona International Airport
103.0,TVS,MAD,BEY,Adolfo Suárez Madrid–Barajas Airport,Beirut Rafic Hariri International Airport
103.0,RYR,MAD,BGY,Adolfo Suárez Madrid–Barajas Airport,Milan Bergamo Airport
96.0,IBE,MAD,BIO,Adolfo Suárez Madrid–Barajas Airport,Bilbao Airport
103.0,AEA,MAD,BIO,Adolfo Suárez Madrid–Barajas Airport,Bilbao Airport
107.0,IBE,MAD,BIO,Adolfo Suárez Madrid–Barajas Airport,Bilbao Airport
58.0,ANE,MAD,BLQ,Adolfo Suárez Madrid–Barajas Airport,Bologna Guglielmo Marconi Airport
96.0,IBE,MAD,BRU,Adolfo Suárez Madrid–Barajas Airport,Brussels Airport
96.0,IBE,MAD,BRU,Adolfo Suárez Madrid–Barajas Airport,Brussels Airport
113.0,BCS,MAD,BRU,Adolfo Suárez Madrid–Barajas Airport,Brussels Airport
133.0,FDX,MAD,CDG,Adolfo Suárez Madrid–Barajas Airport,Charles de Gaulle International Airport
72.0,AFR,MAD,CDG,Adolfo Suárez Madrid–Barajas Airport,Charles de Gaulle International Airport
72.0,AFR,MAD,CDG,Adolfo Suárez Madrid–Barajas Airport,Charles de Gaulle International Airport
97.0,ABR,MAD,CDG,Adolfo Suárez Madrid–Barajas Airport,Charles de Gaulle International Airport
133.0,UPS,MAD,CGN,Adolfo Suárez Madrid–Barajas Airport,Cologne Bonn Airport
103.0,MAY,MAD,CGN,Adolfo Suárez Madrid–Barajas Airport,Cologne Bonn Airport
97.0,ABR,MAD,CGN,Adolfo Suárez Madrid–Barajas Airport,Cologne Bonn Airport
103.0,RYR,MAD,CIA,Adolfo Suárez Madrid–Barajas Airport,Ciampino–G. B. Pastine International Airport
45.0,SWT,MAD,CMN,Adolfo Suárez Madrid–Barajas Airport,Mohammed V International Airport
232.0,AAL,MAD,DFW,Adolfo Suárez Madrid–Barajas Airport,Dallas Fort Worth International Airport
188.0,QTR,MAD,DOH,Adolfo Suárez Madrid–Barajas Airport,Hamad International Airport
229.0,QTR,MAD,DOH,Adolfo Suárez Madrid–Barajas Airport,Hamad International Airport
188.0,QTR,MAD,DOH,Adolfo Suárez Madrid–Barajas Airport,Hamad International Airport
87.0,IBE,MAD,DUB,Adolfo Suárez Madrid–Barajas Airport,Dublin Airport
103.0,RYR,MAD,DUB,Adolfo Suárez Madrid–Barajas Airport,Dublin Airport
232.0,UAE,MAD,DXB,Adolfo Suárez Madrid–Barajas Airport,Dubai International Airport
45.0,ANE,MAD,EAS,Adolfo Suárez Madrid–Barajas Airport,San Sebastian Airport
113.0,DHK,MAD,EMA,Adolfo Suárez Madrid–Barajas Airport,East Midlands Airport
97.0,ABR,MAD,EMA,Adolfo Suárez Madrid–Barajas Airport,East Midlands Airport
5.0,NJE,MAD,FAO,Adolfo Suárez Madrid–Barajas Airport,Faro Airport
107.0,IBE,MAD,FCO,Adolfo Suárez Madrid–Barajas Airport,Leonardo da Vinci–Fiumicino Airport
72.0,AZA,MAD,FCO,Adolfo Suárez Madrid–Barajas Airport,Leonardo da Vinci–Fiumicino Airport
21.0,AEG,MAD,FKB,Adolfo Suárez Madrid–Barajas Airport,Karlsruhe Baden-Baden Airport
72.0,VLG,MAD,FLR,Adolfo Suárez Madrid–Barajas Airport,Peretola Airport
96.0,DLH,MAD,FRA,Adolfo Suárez Madrid–Barajas Airport,Frankfurt am Main Airport
96.0,DLH,MAD,FRA,Adolfo Suárez Madrid–Barajas Airport,Frankfurt am Main Airport
115.0,IBS,MAD,FUE,Adolfo Suárez Madrid–Barajas Airport,Fuerteventura Airport
58.0,ANE,MAD,GRX,Adolfo Suárez Madrid–Barajas Airport,Federico Garcia Lorca Airport
58.0,ANE,MAD,GRX,Adolfo Suárez Madrid–Barajas Airport,Federico Garcia Lorca Airport
107.0,IBE,MAD,GVA,Adolfo Suárez Madrid–Barajas Airport,Geneva Cointrin International Airport
87.0,IBE,MAD,GVA,Adolfo Suárez Madrid–Barajas Airport,Geneva Cointrin International Airport
221.0,AEA,MAD,GYE,Adolfo Suárez Madrid–Barajas Airport,José Joaquín de Olmedo International Airport
160.0,IBE,MAD,HAV,Adolfo Suárez Madrid–Barajas Airport,José Martí International Airport
103.0,RYR,MAD,IBZ,Adolfo Suárez Madrid–Barajas Airport,Ibiza Airport
103.0,AEA,MAD,IBZ,Adolfo Suárez Madrid–Barajas Airport,Ibiza Airport
103.0,AEA,MAD,IBZ,Adolfo Suárez Madrid–Barajas Airport,Ibiza Airport
107.0,IBS,MAD,IBZ,Adolfo Suárez Madrid–Barajas Airport,Ibiza Airport
107.0,VLG,MAD,IBZ,Adolfo Suárez Madrid–Barajas Airport,Ibiza Airport
145.0,KZU,MAD,ISL,Adolfo Suárez Madrid–Barajas Airport,Istanbul Atatürk Airport
115.0,THY,MAD,IST,Adolfo Suárez Madrid–Barajas Airport,Istanbul Airport
103.0,RYR,MAD,KBP,Adolfo Suárez Madrid–Barajas Airport,Boryspil International Airport
96.0,IBE,MAD,LCG,Adolfo Suárez Madrid–Barajas Airport,A Coruña Airport
96.0,IBE,MAD,LCG,Adolfo Suárez Madrid–Barajas Airport,A Coruña Airport
103.0,AEA,MAD,LCG,Adolfo Suárez Madrid–Barajas Airport,A Coruña Airport
58.0,ANE,MAD,LEI,Adolfo Suárez Madrid–Barajas Airport,Almería International Airport
58.0,ANE,MAD,LEI,Adolfo Suárez Madrid–Barajas Airport,Almería International Airport
113.0,BCS,MAD,LEJ,Adolfo Suárez Madrid–Barajas Airport,Leipzig/Halle Airport
154.0,BCS,MAD,LEJ,Adolfo Suárez Madrid–Barajas Airport,Leipzig/Halle Airport
232.0,CAO,MAD,LGG,Adolfo Suárez Madrid–Barajas Airport,Liège Airport
97.0,TAY,MAD,LGG,Adolfo Suárez Madrid–Barajas Airport,Liège Airport
72.0,EZY,MAD,LGW,Adolfo Suárez Madrid–Barajas Airport,London Gatwick Airport
188.0,IBE,MAD,LHR,Adolfo Suárez Madrid–Barajas Airport,London Heathrow Airport
107.0,IBE,MAD,LHR,Adolfo Suárez Madrid–Barajas Airport,London Heathrow Airport
221.0,BAW,MAD,LHR,Adolfo Suárez Madrid–Barajas Airport,London Heathrow Airport
5.0,UNKNOWN,MAD,LIN,Adolfo Suárez Madrid–Barajas Airport,Milano Linate Airport
96.0,IBE,MAD,LIS,Adolfo Suárez Madrid–Barajas Airport,Humberto Delgado Airport (Lisbon Portela Airport)
96.0,IBE,MAD,LIS,Adolfo Suárez Madrid–Barajas Airport,Humberto Delgado Airport (Lisbon Portela Airport)
72.0,TAP,MAD,LIS,Adolfo Suárez Madrid–Barajas Airport,Humberto Delgado Airport (Lisbon Portela Airport)
45.0,WHT,MAD,LIS,Adolfo Suárez Madrid–Barajas Airport,Humberto Delgado Airport (Lisbon Portela Airport)
45.0,WHT,MAD,LIS,Adolfo Suárez Madrid–Barajas Airport,Humberto Delgado Airport (Lisbon Portela Airport)
87.0,IBE,MAD,LPA,Adolfo Suárez Madrid–Barajas Airport,Gran Canaria Airport
45.0,SWT,MAD,LPA,Adolfo Suárez Madrid–Barajas Airport,Gran Canaria Airport
45.0,SWT,MAD,LPA,Adolfo Suárez Madrid–Barajas Airport,Gran Canaria Airport
103.0,RYR,MAD,LPA,Adolfo Suárez Madrid–Barajas Airport,Gran Canaria Airport
103.0,AEA,MAD,LPA,Adolfo Suárez Madrid–Barajas Airport,Gran Canaria Airport
103.0,AEA,MAD,LPA,Adolfo Suárez Madrid–Barajas Airport,Gran Canaria Airport
115.0,IBS,MAD,LPA,Adolfo Suárez Madrid–Barajas Airport,Gran Canaria Airport
115.0,IBS,MAD,LPA,Adolfo Suárez Madrid–Barajas Airport,Gran Canaria Airport
43.0,LGL,MAD,LUX,Adolfo Suárez Madrid–Barajas Airport,Luxembourg-Findel International Airport
58.0,ANE,MAD,LYS,Adolfo Suárez Madrid–Barajas Airport,Lyon Saint-Exupéry Airport
103.0,RYR,MAD,MAH,Adolfo Suárez Madrid–Barajas Airport,Menorca Airport
87.0,IBS,MAD,MAH,Adolfo Suárez Madrid–Barajas Airport,Menorca Airport
103.0,RYR,MAD,MAN,Adolfo Suárez Madrid–Barajas Airport,Manchester Airport
168.0,AMX,MAD,MEX,Adolfo Suárez Madrid–Barajas Airport,Licenciado Benito Juarez International Airport
103.0,MAY,MAD,MLA,Adolfo Suárez Madrid–Barajas Airport,Malta International Airport
58.0,ANE,MAD,MRS,Adolfo Suárez Madrid–Barajas Airport,Marseille Provence Airport
96.0,IBE,MAD,MUC,Adolfo Suárez Madrid–Barajas Airport,Munich Airport
72.0,CLH,MAD,MUC,Adolfo Suárez Madrid–Barajas Airport,Munich Airport
96.0,IBE,MAD,MXP,Adolfo Suárez Madrid–Barajas Airport,Malpensa International Airport
103.0,RYR,MAD,MXP,Adolfo Suárez Madrid–Barajas Airport,Malpensa International Airport
97.0,ABR,MAD,MXP,Adolfo Suárez Madrid–Barajas Airport,Malpensa International Airport
5.0,UNKNOWN,MAD,NTE,Adolfo Suárez Madrid–Barajas Airport,Nantes Atlantique Airport
58.0,ANE,MAD,OPO,Adolfo Suárez Madrid–Barajas Airport,Francisco de Sá Carneiro Airport
107.0,IBE,MAD,ORY,Adolfo Suárez Madrid–Barajas Airport,Paris-Orly Airport
107.0,IBE,MAD,ORY,Adolfo Suárez Madrid–Barajas Airport,Paris-Orly Airport
107.0,IBE,MAD,ORY,Adolfo Suárez Madrid–Barajas Airport,Paris-Orly Airport
103.0,TVF,MAD,ORY,Adolfo Suárez Madrid–Barajas Airport,Paris-Orly Airport
103.0,AEA,MAD,ORY,Adolfo Suárez Madrid–Barajas Airport,Paris-Orly Airport
103.0,RYR,MAD,OTP,Adolfo Suárez Madrid–Barajas Airport,Henri Coandă International Airport
87.0,WZZ,MAD,OTP,Adolfo Suárez Madrid–Barajas Airport,Henri Coandă International Airport
96.0,IBE,MAD,OVD,Adolfo Suárez Madrid–Barajas Airport,Asturias Airport
96.0,IBE,MAD,OVD,Adolfo Suárez Madrid–Barajas Airport,Asturias Airport
17.0,SWT,MAD,PMI,Adolfo Suárez Madrid–Barajas Airport,Palma De Mallorca Airport
45.0,SWT,MAD,PMI,Adolfo Suárez Madrid–Barajas Airport,Palma De Mallorca Airport
45.0,SWT,MAD,PMI,Adolfo Suárez Madrid–Barajas Airport,Palma De Mallorca Airport
103.0,RYR,MAD,PMI,Adolfo Suárez Madrid–Barajas Airport,Palma De Mallorca Airport
103.0,RYR,MAD,PMI,Adolfo Suárez Madrid–Barajas Airport,Palma De Mallorca Airport
103.0,AEA,MAD,PMI,Adolfo Suárez Madrid–Barajas Airport,Palma De Mallorca Airport
103.0,AEA,MAD,PMI,Adolfo Suárez Madrid–Barajas Airport,Palma De Mallorca Airport
103.0,AEA,MAD,PMI,Adolfo Suárez Madrid–Barajas Airport,Palma De Mallorca Airport
103.0,AEA,MAD,PMI,Adolfo Suárez Madrid–Barajas Airport,Palma De Mallorca Airport
115.0,IBS,MAD,PMI,Adolfo Suárez Madrid–Barajas Airport,Palma De Mallorca Airport
107.0,IBS,MAD,PMI,Adolfo Suárez Madrid–Barajas Airport,Palma De Mallorca Airport
103.0,RYR,MAD,PMO,Adolfo Suárez Madrid–Barajas Airport,Falcone–Borsellino Airport
58.0,ANE,MAD,PNA,Adolfo Suárez Madrid–Barajas Airport,Pamplona Airport
58.0,ANE,MAD,PNA,Adolfo Suárez Madrid–Barajas Airport,Pamplona Airport
103.0,MAY,MAD,PSA,Adolfo Suárez Madrid–Barajas Airport,Pisa International Airport
188.0,CES,MAD,PVG,Adolfo Suárez Madrid–Barajas Airport,Shanghai Pudong International Airport
87.0,IBS,MAD,SCQ,Adolfo Suárez Madrid–Barajas Airport,Santiago de Compostela Airport
87.0,IBS,MAD,SCQ,Adolfo Suárez Madrid–Barajas Airport,Santiago de Compostela Airport
160.0,IBE,MAD,SDQ,Adolfo Suárez Madrid–Barajas Airport,Las Américas International Airport
96.0,IBE,MAD,SDR,Adolfo Suárez Madrid–Barajas Airport,Santander Airport
97.0,AWC,MAD,SEN,Adolfo Suárez Madrid–Barajas Airport,Southend Airport
143.0,IBE,MAD,SJO,Adolfo Suárez Madrid–Barajas Airport,Juan Santamaria International Airport
87.0,IBE,MAD,SPC,Adolfo Suárez Madrid–Barajas Airport,La Palma Airport
103.0,RYR,MAD,STN,Adolfo Suárez Madrid–Barajas Airport,London Stansted Airport
87.0,IBE,MAD,SVQ,Adolfo Suárez Madrid–Barajas Airport,Sevilla Airport
87.0,IBE,MAD,SVQ,Adolfo Suárez Madrid–Barajas Airport,Sevilla Airport
87.0,SVR,MAD,SVX,Adolfo Suárez Madrid–Barajas Airport,Koltsovo Airport
29.0,ANE,MAD,SXB,Adolfo Suárez Madrid–Barajas Airport,Strasbourg Airport
103.0,RYR,MAD,SXF,Adolfo Suárez Madrid–Barajas Airport,Berlin-Schönefeld Airport
87.0,IBE,MAD,TFN,Adolfo Suárez Madrid–Barajas Airport,Tenerife Norte Airport
97.0,SWT,MAD,TFN,Adolfo Suárez Madrid–Barajas Airport,Tenerife Norte Airport
113.0,SWT,MAD,TFN,Adolfo Suárez Madrid–Barajas Airport,Tenerife Norte Airport
103.0,AEA,MAD,TFN,Adolfo Suárez Madrid–Barajas Airport,Tenerife Norte Airport
103.0,AEA,MAD,TFN,Adolfo Suárez Madrid–Barajas Airport,Tenerife Norte Airport
