round(f.occupancyPercentage * f.seatsCapacity/100),entrada.iata,salida.iata,entrada.airportName,salida.airportName
107.0,PMI,BCN,Palma De Mallorca Airport,Barcelona International Airport
87.0,PMI,BFS,Palma De Mallorca Airport,Belfast International Airport
11.0,PMI,BGI,Palma De Mallorca Airport,Grantley Adams International Airport
103.0,PMI,BGY,Palma De Mallorca Airport,Milan Bergamo Airport
103.0,PMI,BHX,Palma De Mallorca Airport,Birmingham International Airport
107.0,PMI,BIO,Palma De Mallorca Airport,Bilbao Airport
5.0,PMI,BMA,Palma De Mallorca Airport,Stockholm-Bromma Airport
96.0,PMI,BRS,Palma De Mallorca Airport,Bristol Airport
103.0,PMI,BRS,Palma De Mallorca Airport,Bristol Airport
103.0,PMI,BRU,Palma De Mallorca Airport,Brussels Airport
87.0,PMI,BSL,Palma De Mallorca Airport,EuroAirport Basel-Mulhouse-Freiburg Airport
87.0,PMI,BSL,Palma De Mallorca Airport,EuroAirport Basel-Mulhouse-Freiburg Airport
72.0,PMI,CGN,Palma De Mallorca Airport,Cologne Bonn Airport
103.0,PMI,CGN,Palma De Mallorca Airport,Cologne Bonn Airport
103.0,PMI,CGN,Palma De Mallorca Airport,Cologne Bonn Airport
103.0,PMI,CIA,Palma De Mallorca Airport,Ciampino–G. B. Pastine International Airport
107.0,PMI,CWL,Palma De Mallorca Airport,Cardiff International Airport
103.0,PMI,DTM,Palma De Mallorca Airport,Dortmund Airport
87.0,PMI,DUS,Palma De Mallorca Airport,Düsseldorf Airport
103.0,PMI,EDI,Palma De Mallorca Airport,Edinburgh Airport
103.0,PMI,EIN,Palma De Mallorca Airport,Eindhoven Airport
7.0,PMI,EIN,Palma De Mallorca Airport,Eindhoven Airport
103.0,PMI,EMA,Palma De Mallorca Airport,East Midlands Airport
103.0,PMI,FKB,Palma De Mallorca Airport,Karlsruhe Baden-Baden Airport
3.0,PMI,FMM,Palma De Mallorca Airport,Memmingen Allgau Airport
103.0,PMI,FMM,Palma De Mallorca Airport,Memmingen Allgau Airport
72.0,PMI,FRA,Palma De Mallorca Airport,Frankfurt am Main Airport
96.0,PMI,FRA,Palma De Mallorca Airport,Frankfurt am Main Airport
103.0,PMI,FRA,Palma De Mallorca Airport,Frankfurt am Main Airport
107.0,PMI,GRX,Palma De Mallorca Airport,Federico Garcia Lorca Airport
103.0,PMI,GRX,Palma De Mallorca Airport,Federico Garcia Lorca Airport
87.0,PMI,GVA,Palma De Mallorca Airport,Geneva Cointrin International Airport
87.0,PMI,HAM,Palma De Mallorca Airport,Hamburg Airport
103.0,PMI,HAM,Palma De Mallorca Airport,Hamburg Airport
103.0,PMI,HAM,Palma De Mallorca Airport,Hamburg Airport
103.0,PMI,HHN,Palma De Mallorca Airport,Frankfurt-Hahn Airport
45.0,PMI,IBZ,Palma De Mallorca Airport,Ibiza Airport
45.0,PMI,IBZ,Palma De Mallorca Airport,Ibiza Airport
45.0,PMI,IBZ,Palma De Mallorca Airport,Ibiza Airport
17.0,PMI,IBZ,Palma De Mallorca Airport,Ibiza Airport
45.0,PMI,IBZ,Palma De Mallorca Airport,Ibiza Airport
58.0,PMI,IBZ,Palma De Mallorca Airport,Ibiza Airport
58.0,PMI,IBZ,Palma De Mallorca Airport,Ibiza Airport
58.0,PMI,IBZ,Palma De Mallorca Airport,Ibiza Airport
58.0,PMI,IBZ,Palma De Mallorca Airport,Ibiza Airport
103.0,PMI,LBA,Palma De Mallorca Airport,Leeds Bradford Airport
87.0,PMI,LGW,Palma De Mallorca Airport,London Gatwick Airport
87.0,PMI,LGW,Palma De Mallorca Airport,London Gatwick Airport
72.0,PMI,LHR,Palma De Mallorca Airport,London Heathrow Airport
1.0,PMI,LPA,Palma De Mallorca Airport,Gran Canaria Airport
96.0,PMI,LPL,Palma De Mallorca Airport,Liverpool John Lennon Airport
96.0,PMI,LTN,Palma De Mallorca Airport,London Luton Airport
87.0,PMI,LTN,Palma De Mallorca Airport,London Luton Airport
43.0,PMI,LUX,Palma De Mallorca Airport,Luxembourg-Findel International Airport
17.0,PMI,MAD,Palma De Mallorca Airport,Adolfo Suárez Madrid–Barajas Airport
45.0,PMI,MAD,Palma De Mallorca Airport,Adolfo Suárez Madrid–Barajas Airport
45.0,PMI,MAD,Palma De Mallorca Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,PMI,MAD,Palma De Mallorca Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,PMI,MAD,Palma De Mallorca Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,PMI,MAD,Palma De Mallorca Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,PMI,MAD,Palma De Mallorca Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,PMI,MAD,Palma De Mallorca Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,PMI,MAD,Palma De Mallorca Airport,Adolfo Suárez Madrid–Barajas Airport
107.0,PMI,MAD,Palma De Mallorca Airport,Adolfo Suárez Madrid–Barajas Airport
115.0,PMI,MAD,Palma De Mallorca Airport,Adolfo Suárez Madrid–Barajas Airport
45.0,PMI,MAH,Palma De Mallorca Airport,Menorca Airport
58.0,PMI,MAH,Palma De Mallorca Airport,Menorca Airport
45.0,PMI,MAH,Palma De Mallorca Airport,Menorca Airport
58.0,PMI,MAH,Palma De Mallorca Airport,Menorca Airport
4.0,PMI,MAH,Palma De Mallorca Airport,Menorca Airport
58.0,PMI,MAH,Palma De Mallorca Airport,Menorca Airport
58.0,PMI,MAH,Palma De Mallorca Airport,Menorca Airport
96.0,PMI,MAN,Palma De Mallorca Airport,Manchester Airport
103.0,PMI,MAN,Palma De Mallorca Airport,Manchester Airport
103.0,PMI,MAN,Palma De Mallorca Airport,Manchester Airport
87.0,PMI,MXP,Palma De Mallorca Airport,Malpensa International Airport
103.0,PMI,NCL,Palma De Mallorca Airport,Newcastle Airport
72.0,PMI,NTE,Palma De Mallorca Airport,Nantes Atlantique Airport
103.0,PMI,OPO,Palma De Mallorca Airport,Francisco de Sá Carneiro Airport
103.0,PMI,ORY,Palma De Mallorca Airport,Paris-Orly Airport
107.0,PMI,ORY,Palma De Mallorca Airport,Paris-Orly Airport
103.0,PMI,PIK,Palma De Mallorca Airport,Glasgow Prestwick Airport
107.0,PMI,SCQ,Palma De Mallorca Airport,Santiago de Compostela Airport
107.0,PMI,SDR,Palma De Mallorca Airport,Santander Airport
103.0,PMI,SEN,Palma De Mallorca Airport,Southend Airport
103.0,PMI,STN,Palma De Mallorca Airport,London Stansted Airport
87.0,PMI,STR,Palma De Mallorca Airport,Stuttgart Airport
103.0,PMI,SVQ,Palma De Mallorca Airport,Sevilla Airport
107.0,PMI,SVQ,Palma De Mallorca Airport,Sevilla Airport
87.0,PMI,SXF,Palma De Mallorca Airport,Berlin-Schönefeld Airport
103.0,PMI,SXF,Palma De Mallorca Airport,Berlin-Schönefeld Airport
11.0,PMI,SXF,Palma De Mallorca Airport,Berlin-Schönefeld Airport
87.0,PMI,TXL,Palma De Mallorca Airport,Berlin-Tegel Airport
87.0,PMI,TXL,Palma De Mallorca Airport,Berlin-Tegel Airport
103.0,PMI,TXL,Palma De Mallorca Airport,Berlin-Tegel Airport
87.0,PMI,VIE,Palma De Mallorca Airport,Vienna International Airport
45.0,PMI,VLC,Palma De Mallorca Airport,Valencia Airport
103.0,PMI,VLC,Palma De Mallorca Airport,Valencia Airport
103.0,PMI,VLC,Palma De Mallorca Airport,Valencia Airport
96.0,PMI,VLC,Palma De Mallorca Airport,Valencia Airport
103.0,PMI,VLL,Palma De Mallorca Airport,Valladolid Airport
93.0,PMI,ZRH,Palma De Mallorca Airport,Zürich Airport
58.0,PNA,MAD,Pamplona Airport,Adolfo Suárez Madrid–Barajas Airport
58.0,PNA,MAD,Pamplona Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,REU,CRL,Reus Air Base,Brussels South Charleroi Airport
103.0,REU,LPL,Reus Air Base,Liverpool John Lennon Airport
103.0,REU,STN,Reus Air Base,London Stansted Airport
103.0,SCQ,AGP,Santiago de Compostela Airport,Málaga Airport
103.0,SCQ,BCN,Santiago de Compostela Airport,Barcelona International Airport
96.0,SCQ,BCN,Santiago de Compostela Airport,Barcelona International Airport
107.0,SCQ,BCN,Santiago de Compostela Airport,Barcelona International Airport
87.0,SCQ,MAD,Santiago de Compostela Airport,Adolfo Suárez Madrid–Barajas Airport
87.0,SCQ,MAD,Santiago de Compostela Airport,Adolfo Suárez Madrid–Barajas Airport
107.0,SCQ,PMI,Santiago de Compostela Airport,Palma De Mallorca Airport
5.0,SCQ,STN,Santiago de Compostela Airport,London Stansted Airport
103.0,SCQ,STN,Santiago de Compostela Airport,London Stansted Airport
103.0,SCQ,SVQ,Santiago de Compostela Airport,Sevilla Airport
103.0,SCQ,TFS,Santiago de Compostela Airport,Tenerife South Airport
97.0,SCQ,VIT,Santiago de Compostela Airport,Vitoria/Foronda Airport
103.0,SDR,BCN,Santander Airport,Barcelona International Airport
1.0,SDR,LPA,Santander Airport,Gran Canaria Airport
96.0,SDR,MAD,Santander Airport,Adolfo Suárez Madrid–Barajas Airport
107.0,SDR,PMI,Santander Airport,Palma De Mallorca Airport
103.0,SDR,VIE,Santander Airport,Vienna International Airport
103.0,SDR,VLC,Santander Airport,Valencia Airport
45.0,SPC,LPA,La Palma Airport,Gran Canaria Airport
45.0,SPC,LPA,La Palma Airport,Gran Canaria Airport
45.0,SPC,LPA,La Palma Airport,Gran Canaria Airport
45.0,SPC,LPA,La Palma Airport,Gran Canaria Airport
87.0,SPC,MAD,La Palma Airport,Adolfo Suárez Madrid–Barajas Airport
45.0,SPC,TFN,La Palma Airport,Tenerife Norte Airport
45.0,SPC,TFN,La Palma Airport,Tenerife Norte Airport
45.0,SPC,TFN,La Palma Airport,Tenerife Norte Airport
45.0,SPC,TFN,La Palma Airport,Tenerife Norte Airport
45.0,SPC,TFN,La Palma Airport,Tenerife Norte Airport
45.0,SPC,TFN,La Palma Airport,Tenerife Norte Airport
45.0,SPC,TFN,La Palma Airport,Tenerife Norte Airport
45.0,SPC,TFN,La Palma Airport,Tenerife Norte Airport
45.0,SPC,TFN,La Palma Airport,Tenerife Norte Airport
45.0,SPC,TFN,La Palma Airport,Tenerife Norte Airport
103.0,SVQ,AMS,Sevilla Airport,Amsterdam Airport Schiphol
103.0,SVQ,BCN,Sevilla Airport,Barcelona International Airport
96.0,SVQ,BCN,Sevilla Airport,Barcelona International Airport
96.0,SVQ,BCN,Sevilla Airport,Barcelona International Airport
87.0,SVQ,BCN,Sevilla Airport,Barcelona International Airport
103.0,SVQ,BGY,Sevilla Airport,Milan Bergamo Airport
87.0,SVQ,BIO,Sevilla Airport,Bilbao Airport
68.0,SVQ,BIO,Sevilla Airport,Bilbao Airport
96.0,SVQ,BIO,Sevilla Airport,Bilbao Airport
62.0,SVQ,CDG,Sevilla Airport,Charles de Gaulle International Airport
103.0,SVQ,CGN,Sevilla Airport,Cologne Bonn Airport
103.0,SVQ,CRL,Sevilla Airport,Brussels South Charleroi Airport
103.0,SVQ,FCO,Sevilla Airport,Leonardo da Vinci–Fiumicino Airport
96.0,SVQ,FUE,Sevilla Airport,Fuerteventura Airport
87.0,SVQ,GVA,Sevilla Airport,Geneva Cointrin International Airport
103.0,SVQ,IBZ,Sevilla Airport,Ibiza Airport
103.0,SVQ,LPA,Sevilla Airport,Gran Canaria Airport
96.0,SVQ,LPA,Sevilla Airport,Gran Canaria Airport
87.0,SVQ,MAD,Sevilla Airport,Adolfo Suárez Madrid–Barajas Airport
87.0,SVQ,MAD,Sevilla Airport,Adolfo Suárez Madrid–Barajas Airport
7.0,SVQ,MPL,Sevilla Airport,Montpellier-Méditerranée Airport
11.0,SVQ,MRS,Sevilla Airport,Marseille Provence Airport
103.0,SVQ,NTE,Sevilla Airport,Nantes Atlantique Airport
103.0,SVQ,ORY,Sevilla Airport,Paris-Orly Airport
87.0,SVQ,ORY,Sevilla Airport,Paris-Orly Airport
103.0,SVQ,PMI,Sevilla Airport,Palma De Mallorca Airport
107.0,SVQ,PMI,Sevilla Airport,Palma De Mallorca Airport
103.0,SVQ,SCQ,Sevilla Airport,Santiago de Compostela Airport
68.0,SVQ,SDR,Sevilla Airport,Santander Airport
103.0,SVQ,STN,Sevilla Airport,London Stansted Airport
103.0,SVQ,SXF,Sevilla Airport,Berlin-Schönefeld Airport
96.0,SVQ,TFN,Sevilla Airport,Tenerife Norte Airport
103.0,SVQ,TFS,Sevilla Airport,Tenerife South Airport
154.0,SVQ,TNG,Sevilla Airport,Ibn Batouta Airport
148.0,SVQ,VIT,Sevilla Airport,Vitoria/Foronda Airport
97.0,SVQ,VIT,Sevilla Airport,Vitoria/Foronda Airport
154.0,SVQ,VIT,Sevilla Airport,Vitoria/Foronda Airport
2.0,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,SVQ,XRY,Sevilla Airport,Jerez Airport
2.0,SVQ,XRY,Sevilla Airport,Jerez Airport
45.0,TFN,ACE,Tenerife Norte Airport,Lanzarote Airport
45.0,TFN,ACE,Tenerife Norte Airport,Lanzarote Airport
45.0,TFN,ACE,Tenerife Norte Airport,Lanzarote Airport
45.0,TFN,ACE,Tenerife Norte Airport,Lanzarote Airport
45.0,TFN,ACE,Tenerife Norte Airport,Lanzarote Airport
96.0,TFN,AGP,Tenerife Norte Airport,Málaga Airport
87.0,TFN,ALC,Tenerife Norte Airport,Alicante International Airport
87.0,TFN,BCN,Tenerife Norte Airport,Barcelona International Airport
87.0,TFN,BCN,Tenerife Norte Airport,Barcelona International Airport
87.0,TFN,BIO,Tenerife Norte Airport,Bilbao Airport
45.0,TFN,FUE,Tenerife Norte Airport,Fuerteventura Airport
45.0,TFN,FUE,Tenerife Norte Airport,Fuerteventura Airport
45.0,TFN,FUE,Tenerife Norte Airport,Fuerteventura Airport
45.0,TFN,FUE,Tenerife Norte Airport,Fuerteventura Airport
45.0,TFN,FUE,Tenerife Norte Airport,Fuerteventura Airport
87.0,TFN,GRX,Tenerife Norte Airport,Federico Garcia Lorca Airport
1.0,TFN,LIS,Tenerife Norte Airport,Humberto Delgado Airport (Lisbon Portela Airport)
97.0,TFN,LPA,Tenerife Norte Airport,Gran Canaria Airport
113.0,TFN,LPA,Tenerife Norte Airport,Gran Canaria Airport
45.0,TFN,LPA,Tenerife Norte Airport,Gran Canaria Airport
45.0,TFN,LPA,Tenerife Norte Airport,Gran Canaria Airport
45.0,TFN,LPA,Tenerife Norte Airport,Gran Canaria Airport
45.0,TFN,LPA,Tenerife Norte Airport,Gran Canaria Airport
45.0,TFN,LPA,Tenerife Norte Airport,Gran Canaria Airport
45.0,TFN,LPA,Tenerife Norte Airport,Gran Canaria Airport
45.0,TFN,LPA,Tenerife Norte Airport,Gran Canaria Airport
1.0,TFN,LPA,Tenerife Norte Airport,Gran Canaria Airport
45.0,TFN,LPA,Tenerife Norte Airport,Gran Canaria Airport
45.0,TFN,LPA,Tenerife Norte Airport,Gran Canaria Airport
45.0,TFN,LPA,Tenerife Norte Airport,Gran Canaria Airport
45.0,TFN,LPA,Tenerife Norte Airport,Gran Canaria Airport
87.0,TFN,MAD,Tenerife Norte Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,TFN,MAD,Tenerife Norte Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,TFN,MAD,Tenerife Norte Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,TFN,MAD,Tenerife Norte Airport,Adolfo Suárez Madrid–Barajas Airport
87.0,TFN,MAD,Tenerife Norte Airport,Adolfo Suárez Madrid–Barajas Airport
87.0,TFN,MAD,Tenerife Norte Airport,Adolfo Suárez Madrid–Barajas Airport
45.0,TFN,SPC,Tenerife Norte Airport,La Palma Airport
45.0,TFN,SPC,Tenerife Norte Airport,La Palma Airport
45.0,TFN,SPC,Tenerife Norte Airport,La Palma Airport
45.0,TFN,SPC,Tenerife Norte Airport,La Palma Airport
45.0,TFN,SPC,Tenerife Norte Airport,La Palma Airport
45.0,TFN,SPC,Tenerife Norte Airport,La Palma Airport
45.0,TFN,SPC,Tenerife Norte Airport,La Palma Airport
45.0,TFN,SPC,Tenerife Norte Airport,La Palma Airport
45.0,TFN,SPC,Tenerife Norte Airport,La Palma Airport
45.0,TFN,SPC,Tenerife Norte Airport,La Palma Airport
45.0,TFN,SPC,Tenerife Norte Airport,La Palma Airport
96.0,TFN,SVQ,Tenerife Norte Airport,Sevilla Airport
45.0,TFN,VDE,Tenerife Norte Airport,Hierro Airport
45.0,TFN,VDE,Tenerife Norte Airport,Hierro Airport
45.0,TFN,VDE,Tenerife Norte Airport,Hierro Airport
45.0,TFN,VDE,Tenerife Norte Airport,Hierro Airport
1.0,TFN,VGO,Tenerife Norte Airport,Vigo Airport
9.0,TFS,BCN,Tenerife South Airport,Barcelona International Airport
103.0,TFS,BHX,Tenerife South Airport,Birmingham International Airport
96.0,TFS,BRS,Tenerife South Airport,Bristol Airport
103.0,TFS,BRS,Tenerife South Airport,Bristol Airport
221.0,TFS,BRU,Tenerife South Airport,Brussels Airport
103.0,TFS,DUB,Tenerife South Airport,Dublin Airport
103.0,TFS,KTW,Tenerife South Airport,Katowice International Airport
115.0,TFS,LGW,Tenerife South Airport,London Gatwick Airport
45.0,TFS,LPA,Tenerife South Airport,Gran Canaria Airport
45.0,TFS,LPA,Tenerife South Airport,Gran Canaria Airport
45.0,TFS,LPA,Tenerife South Airport,Gran Canaria Airport
87.0,TFS,LTN,Tenerife South Airport,London Luton Airport
87.0,TFS,MAD,Tenerife South Airport,Adolfo Suárez Madrid–Barajas Airport
96.0,TFS,MAN,Tenerife South Airport,Manchester Airport
103.0,TFS,MAN,Tenerife South Airport,Manchester Airport
87.0,TFS,MXP,Tenerife South Airport,Malpensa International Airport
103.0,TFS,SCQ,Tenerife South Airport,Santiago de Compostela Airport
103.0,TFS,SNN,Tenerife South Airport,Shannon Airport
103.0,TFS,STN,Tenerife South Airport,London Stansted Airport
103.0,TFS,SVQ,Tenerife South Airport,Sevilla Airport
87.0,TFS,VIE,Tenerife South Airport,Vienna International Airport
103.0,TFS,WAW,Tenerife South Airport,Warsaw Chopin Airport
87.0,TFS,ZRH,Tenerife South Airport,Zürich Airport
45.0,VDE,LPA,Hierro Airport,Gran Canaria Airport
45.0,VDE,TFN,Hierro Airport,Tenerife Norte Airport
45.0,VDE,TFN,Hierro Airport,Tenerife Norte Airport
45.0,VDE,TFN,Hierro Airport,Tenerife Norte Airport
45.0,VDE,TFN,Hierro Airport,Tenerife Norte Airport
87.0,VGO,BCN,Vigo Airport,Barcelona International Airport
96.0,VGO,MAD,Vigo Airport,Adolfo Suárez Madrid–Barajas Airport
87.0,VGO,MAD,Vigo Airport,Adolfo Suárez Madrid–Barajas Airport
103.0,VGO,MAD,Vigo Airport,Adolfo Suárez Madrid–Barajas Airport
1.0,VGO,TFN,Vigo Airport,Tenerife Norte Airport
97.0,VIT,ALC,Vitoria/Foronda Airport,Alicante International Airport
97.0,VIT,BCN,Vitoria/Foronda Airport,Barcelona International Airport
154.0,VIT,BRU,Vitoria/Foronda Airport,Brussels Airport
97.0,VIT,CGN,Vitoria/Foronda Airport,Cologne Bonn Airport
148.0,VIT,CGN,Vitoria/Foronda Airport,Cologne Bonn Airport
97.0,VIT,EMA,Vitoria/Foronda Airport,East Midlands Airport
2.0,VIT,ILD,Vitoria/Foronda Airport,Lleida-Alguaire Airport
2.0,VIT,ILD,Vitoria/Foronda Airport,Lleida-Alguaire Airport
154.0,VIT,LEJ,Vitoria/Foronda Airport,Leipzig/Halle Airport
113.0,VIT,LEJ,Vitoria/Foronda Airport,Leipzig/Halle Airport
113.0,VIT,LIS,Vitoria/Foronda Airport,Humberto Delgado Airport (Lisbon Portela Airport)
97.0,VIT,SCQ,Vitoria/Foronda Airport,Santiago de Compostela Airport
6.0,VIT,SDR,Vitoria/Foronda Airport,Santander Airport
154.0,VIT,SVQ,Vitoria/Foronda Airport,Sevilla Airport
148.0,VIT,SVQ,Vitoria/Foronda Airport,Sevilla Airport
97.0,VIT,VLC,Vitoria/Foronda Airport,Valencia Airport
103.0,VLC,ACE,Valencia Airport,Lanzarote Airport
96.0,VLC,ACE,Valencia Airport,Lanzarote Airport
103.0,VLC,AMS,Valencia Airport,Amsterdam Airport Schiphol
56.0,VLC,AMS,Valencia Airport,Amsterdam Airport Schiphol
56.0,VLC,AMS,Valencia Airport,Amsterdam Airport Schiphol
133.0,VLC,BCN,Valencia Airport,Barcelona International Airport
97.0,VLC,BCN,Valencia Airport,Barcelona International Airport
103.0,VLC,BGY,Valencia Airport,Milan Bergamo Airport
68.0,VLC,BIO,Valencia Airport,Bilbao Airport
58.0,VLC,BIO,Valencia Airport,Bilbao Airport
87.0,VLC,BIO,Valencia Airport,Bilbao Airport
103.0,VLC,BRU,Valencia Airport,Brussels Airport
103.0,VLC,CDG,Valencia Airport,Charles de Gaulle International Airport
103.0,VLC,CGN,Valencia Airport,Cologne Bonn Airport
103.0,VLC,DUB,Valencia Airport,Dublin Airport
103.0,VLC,EMA,Valencia Airport,East Midlands Airport
87.0,VLC,FRA,Valencia Airport,Frankfurt am Main Airport
103.0,VLC,IBZ,Valencia Airport,Ibiza Airport
29.0,VLC,IBZ,Valencia Airport,Ibiza Airport
45.0,VLC,LIS,Valencia Airport,Humberto Delgado Airport (Lisbon Portela Airport)
45.0,VLC,MAD,Valencia Airport,Adolfo Suárez Madrid–Barajas Airport
58.0,VLC,MAD,Valencia Airport,Adolfo Suárez Madrid–Barajas Airport
58.0,VLC,MAD,Valencia Airport,Adolfo Suárez Madrid–Barajas Airport
96.0,VLC,MAH,Valencia Airport,Menorca Airport
68.0,VLC,MAH,Valencia Airport,Menorca Airport
103.0,VLC,MXP,Valencia Airport,Malpensa International Airport
103.0,VLC,NTE,Valencia Airport,Nantes Atlantique Airport
103.0,VLC,ORY,Valencia Airport,Paris-Orly Airport
45.0,VLC,PMI,Valencia Airport,Palma De Mallorca Airport
103.0,VLC,PMI,Valencia Airport,Palma De Mallorca Airport
103.0,VLC,PMI,Valencia Airport,Palma De Mallorca Airport
96.0,VLC,PMI,Valencia Airport,Palma De Mallorca Airport
103.0,VLC,SDR,Valencia Airport,Santander Airport
103.0,VLC,STN,Valencia Airport,London Stansted Airport
97.0,VLC,VIT,Valencia Airport,Vitoria/Foronda Airport
93.0,VLC,ZRH,Valencia Airport,Zürich Airport
103.0,VLL,BCN,Valladolid Airport,Barcelona International Airport
103.0,VLL,PMI,Valladolid Airport,Palma De Mallorca Airport
5.0,XRY,AMS,Jerez Airport,Amsterdam Airport Schiphol
11.0,XRY,BCN,Jerez Airport,Barcelona International Airport
58.0,XRY,MAD,Jerez Airport,Adolfo Suárez Madrid–Barajas Airport
58.0,XRY,MAD,Jerez Airport,Adolfo Suárez Madrid–Barajas Airport
168.0,ZAZ,MIA,Zaragoza Air Base,Miami International Airport
103.0,ZAZ,STN,Zaragoza Air Base,London Stansted Airport
21.0,ZAZ,VIT,Zaragoza Air Base,Vitoria/Foronda Airport
